 5.600000E+7 5.485000E-3 5.661310E+7 5.500470E-3 5.800000E+7 5.535000E-3   80
 5.802230E+7 5.535510E-3 5.804290E+7 5.535980E-3 5.838920E+7 5.543850E-3   81
 5.845060E+7 5.545240E-3 5.862660E+7 5.549220E-3 5.892600E+7 5.555980E-3   82
 5.966620E+7 5.572570E-3 6.000000E+7 5.580000E-3 6.171570E+7 5.606640E-3   83
 6.200000E+7 5.611000E-3 6.400000E+7 5.627000E-3 6.493360E+7 5.628880E-3   84
 6.568720E+7 5.630380E-3 6.600000E+7 5.631000E-3 6.669880E+7 5.626760E-3   85
 6.784800E+7 5.619900E-3 6.800000E+7 5.619000E-3 6.810550E+7 5.617770E-3   86
 6.927630E+7 5.604240E-3 7.000000E+7 5.596000E-3 7.038260E+7 5.589410E-3   87
 7.174700E+7 5.566240E-3 7.200000E+7 5.562000E-3 7.341340E+7 5.528610E-3   88
 7.400000E+7 5.515000E-3 7.417650E+7 5.510160E-3 7.456350E+7 5.499580E-3   89
 7.545490E+7 5.475520E-3 7.600000E+7 5.461000E-3 7.746690E+7 5.416040E-3   90
 7.800000E+7 5.400000E-3 7.982150E+7 5.340700E-3 8.000000E+7 5.335000E-3   91
 8.194410E+7 5.264980E-3 8.200000E+7 5.263000E-3 8.318750E+7 5.219320E-3   92
 8.347440E+7 5.208920E-3 8.400000E+7 5.190000E-3 8.511220E+7 5.147940E-3   93
 8.600000E+7 5.115000E-3 8.728420E+7 5.065870E-3 8.757950E+7 5.054740E-3   94
 8.778320E+7 5.047100E-3 8.800000E+7 5.039000E-3 9.000000E+7 4.961000E-3   95
 9.095060E+7 4.924520E-3 9.200000E+7 4.885000E-3 9.354890E+7 4.823560E-3   96
 9.400000E+7 4.806000E-3 9.422680E+7 4.797120E-3 9.446100E+7 4.788000E-3   97
 9.600000E+7 4.729000E-3 9.712070E+7 4.684370E-3 9.800000E+7 4.650000E-3   98
 9.848620E+7 4.631020E-3 9.852270E+7 4.629600E-3 1.000000E+8 4.573000E-3   99
 1.002990E+8 4.561290E-3 1.010820E+8 4.530980E-3 1.020000E+8 4.496000E-3  100
 1.033670E+8 4.443060E-3 1.035810E+8 4.434890E-3 1.040000E+8 4.419000E-3  101
 1.060000E+8 4.343000E-3 1.080000E+8 4.268000E-3 1.100000E+8 4.194000E-3  102
 1.114050E+8 4.141020E-3 1.120000E+8 4.119000E-3 1.122300E+8 4.110700E-3  103
 1.133470E+8 4.070910E-3 1.138480E+8 4.053300E-3 1.140000E+8 4.048000E-3  104
 1.157930E+8 3.982430E-3 1.160000E+8 3.975000E-3 1.165240E+8 3.956420E-3  105
 1.179170E+8 3.907850E-3 1.180000E+8 3.905000E-3 1.200000E+8 3.836000E-3  106
 1.215080E+8 3.786030E-3 1.220000E+8 3.770000E-3 1.240000E+8 3.704000E-3  107
 1.260000E+8 3.641000E-3 1.263330E+8 3.630700E-3 1.267520E+8 3.617830E-3  108
 1.276300E+8 3.591140E-3 1.280000E+8 3.580000E-3 1.300000E+8 3.521000E-3  109
 1.314860E+8 3.479960E-3 1.318270E+8 3.470700E-3 1.320000E+8 3.466000E-3  110
 1.328290E+8 3.442560E-3 1.340000E+8 3.410000E-3 1.355970E+8 3.369950E-3  111
 1.360000E+8 3.360000E-3 1.377220E+8 3.316870E-3 1.380000E+8 3.310000E-3  112
 1.400000E+8 3.265000E-3
